,org_number,name,construction_year,housing_coop_id
4860,716421-1026,HSB BRF nr 321 Svanen i Stockholm,1993.0,268078
4861,716421-1034,HSB BRF Tussmötet nr 322 i Stockholm,1930.0,266806
4862,716421-1109,HSB BRF Muraren i Stockholm,1993.0,271445
4863,716421-1182,BRF Hästhoven i Järfälla,1992.0,46396
4864,716421-1190,BRF Baggen 13,,268904
4865,716421-1307,HSB BRF Pinjen i Järfälla,2001.0,56402
4866,716421-1323,BRF Nordan 28,1909.0,81579
4867,716421-1331,BRF Polarforskaren 13,,43161
4868,716421-1349,BRF Borren nr 1,1948.0,59965
4869,716421-1380,HSB BRF Aftonvägen i Tullinge,1991.0,55096
4870,716421-1406,BRF Kopparn 5,1929.0,272454
4871,716421-1596,BRF Hoven,1967.0,50047
4872,716421-1711,BRF Edsbro Masugn,,80578
4873,716421-1729,BRF Istäcket,,272239
4874,716421-1745,BRF Piloten,1990.0,47320
4875,716421-1778,BRF Freja 34,1939.0,61169
4876,716421-1836,BRF Tjället 6,1950.0,43403
4877,716421-1869,BRF Råsundaslottet,1911.0,53401
4878,716421-1919,BRF Saltängen,1990.0,78409
4879,716421-1950,BRF Stjärnkullen,2008.0,266887
4880,716421-1984,Riksbyggen BRF Visättra Ängar Nr 5,1993.0,82981
4881,716421-2024,BRF Klippan 6,,270914
4882,716421-2040,BRF Taljan,1992.0,50241
4883,716421-2073,Riksbyggen BRF Ekdungen,2007.0,278562
4884,716421-2081,RB BRF Klarastrand,1994.0,45082
4885,716421-2099,Riksbyggen BRF Åby Ängar,2008.0,83051
4886,716421-2107,Riksbyggen BRF Porslinet,2015.0,48192
4887,716421-2115,BRF Vårdträdet Råcksta,2008.0,268880
4888,716421-2123,Bonum BRF Blå blom,,80217
4889,716421-2131,BRF Akvarellen,1973.0,46628
4890,716421-2156,HSB BRF Visby Ängar,2018.0,276636
4891,716421-2172,Riksbyggen BRF Båtbyggaren,2009.0,81643
4892,716421-2198,BRF Palmträdet 5,1901.0,79711
4893,716421-2255,BRF Baner 71-73,1951.0,80151
4894,716421-2297,BRF Siroccon,,239499
4895,716421-2313,BRF Beväringen 2,1895.0,275080
4896,716421-2321,BRF Milan,1991.0,48956
4897,716421-2461,BRF Blå Kontur,1991.0,43379
4898,716421-2479,HSB BRF Metkroken I Nynäshamn,1998.0,45883
4899,716421-2487,HSB BRF Kronan,1993.0,86488
4900,716421-2677,BRF Knutby gård,1991.0,44252
4901,716421-2834,BRF Astrakan i Sollentuna,1991.0,46303
4902,716421-2917,BRF Repslagaren 2,,269720
4903,716421-3063,HSB BRF Snickaren,1992.0,266699
4904,716421-3147,BRF Karlsvik 44,1928.0,82658
4905,716421-3170,BRF Dimman,1991.0,47901
4906,716421-3220,HSB BRF Safiren i Huddinge,2016.0,69784
4907,716421-3345,BRF Österbäcken,1991.0,83518
4908,716421-3352,BRF Västerbäcken,1992.0,161768
4909,716421-3360,BRF Mittenbäcken,1991.0,48376
4910,716421-3428,BRF Häckelfjäll,1887.0,268813
4911,716421-3436,BRF Laxtrappan,1993.0,80301
4912,716421-3451,BRF Fatbursviken 2,,46493
4913,716421-3485,BRF Älvsjöbadet nr 1,1992.0,44495
4914,716421-3493,BRF Älvsjöbadet 2,1992.0,272209
4915,716421-3501,BRF Älvsjöbadet Nr 3,1990.0,44891
4916,716421-3519,BRF Älvsjöbadet nr 4,,279904
4917,716421-3527,BRF Sjöfararen,1990.0,79629
4918,716421-3618,BRF Åkerbyparken,1994.0,76160
4919,716421-3626,BRF Södra Rosenhill,1992.0,105099
4920,716421-3683,BRF Modellen,1904.0,271413
4921,716421-3709,BRF Pulpeten,1992.0,81113
4922,716421-3774,BRF Halland nr 1,1948.0,83203
4923,716421-3782,BRF Tallen 11,,275668
4924,716421-3808,BRF Urnan 23,1922.0,266925
4925,716421-3840,BRF Ripan 4,1924.0,76888
4926,716421-3857,BRF Masen 2,1928.0,79380
4927,716421-3873,BRF Hälla 17,1955.0,275144
4928,716421-3899,BRF Wirwach,1929.0,47625
4929,716421-3923,BRF Kejsaren 7,,267683
4930,716421-3931,BRF Mellangården Ekerö,1992.0,50558
4931,716421-4160,BRF Flöjtblåsaren nr 2,1906.0,53331
4932,716421-4178,HSB BRF Pilen i Rönninge,1962.0,257220
4933,716421-4236,HSB BRF Visby Gärde,2020.0,278932
4934,716421-4244,HSB BRF Briggen i Nynäshamn,2012.0,78586
4935,716421-4343,BRF Borren 27,,49663
4936,716421-4392,BRF Breidablik 26,1987.0,275475
4937,716421-4400,BRF Sparven 11,,81822
4938,716421-4418,BRF Sandjägaren 3,1939.0,83020
4939,716421-4426,BRF Titania 1,1931.0,82849
4940,716421-4467,BRF Odin 14,,80555
4941,716421-4475,BRF Bojen 5,1984.0,81533
4942,716421-4541,BRF Falkeneraren i Solna,,54160
4943,716421-4566,BRF Lysbomben,1962.0,46837
4944,716421-4582,BRF Hägern Större nr 10,1909.0,271893
4945,716421-4616,BRF Gjallarhornet,1929.0,61117
4946,716421-4624,BRF Harvpinnen 9,1917.0,82206
4947,716421-4632,BRF Valkyrian 11,,49662
4948,716421-4640,BRF Bergamotträdet 13,1932.0,44142
4949,716421-4665,BRF Heimdall 10,1865.0,60482
4950,716421-4822,BRF Porslinsbruket 16,1924.0,52244
4951,716421-4848,BRF Kullen Östra 17,,59567
4952,716421-4897,BRF Orion 11,1901.0,80487
4953,716421-5035,BRF Beckasinen i Bromma,1993.0,46968
4954,716421-5043,BRF Söderberga gård nr 1,1992.0,51269
4955,716421-5118,BRF Omberg 5,1934.0,275984
4956,716421-5159,BRF Idylliska Sörgården i Södertälje,1993.0,55440
4957,716421-5183,BRF toppseglet 23,1965.0,270338
4958,716421-5217,HSB:s BRF Viksängstrand i Södertälje,2007.0,78775
4959,716421-5241,BRF Mullbärsträdet 5,,49492
4960,716421-5274,BRF Blåklinten 9,,82368
4961,716421-5282,BRF Herrängen 2,1954.0,278995
4962,716421-5290,BRF Ljusgården,1991.0,270142
4963,716421-5324,HSB BRF Fagerliden,2015.0,78681
4964,716421-5365,BRF Salemstaden,1967.0,79354
4965,716421-5423,BRF Hammarbacken,1992.0,272321
4966,716421-5431,BRF Astronomen,1991.0,276036
4967,716421-5456,HSB Henriksberg BRF i Södertälje,1993.0,50027
4968,716421-5498,BRF Fågelbärsträdet 4,1931.0,268941
4969,716421-5589,BRF Meteorologen 3,1990.0,50187
4970,716421-5639,BRF Fornborg 1,1992.0,49421
4971,716421-5670,BRF Skogvaktaren 2,1992.0,79648
4972,716421-5712,BRF Nedregården,,267948
4973,716421-5720,BRF Kattrumpan 14,1929.0,78791
4974,716421-5738,HSB Brf Storspoven nr 673 i Sthlm,1992.0,275521
4975,716421-5753,BRF Rönnbäret,1925.0,271416
4976,716421-5761,BRF Gläntastigen,1992.0,81501
4977,716421-5779,BRF Vibygården 1,1991.0,53635
4978,716421-5787,BRF Vibygården 2,1993.0,156954
4979,716421-5795,BRF Rödby,1978.0,274919
4980,716421-5852,BRF Roddaren 36,1927.0,81033
4981,716421-5860,BRF Tavastgatan 22,1929.0,117965
4982,716421-5886,BRF Valkyrian 4,1904.0,48826
4983,716421-5894,BRF Napoleon,1910.0,237188
4984,716421-5902,BRF Kojan 1,1944.0,268939
4985,716421-5928,BRF Ollonskogen 3,,280247
4986,716421-5985,BRF Fredriksstrand,1993.0,83690
4987,716421-5993,HSB BRF Kryddgården,1992.0,83595
4988,716421-6033,BRF Stenbrottet 6,1956.0,81775
4989,716421-6041,BRF Kumlet 7,,51712
4990,716421-6058,BRF Ässjan 5,,283595
4991,716421-6082,BRF Småland 7,1884.0,80982
4992,716421-6090,BRF Polarforskaren 9,1938.0,120126
4993,716421-6108,BRF Nebulosan 15,,269111
4994,716421-6124,BRF Tegelstapeln 4,1996.0,43905
4995,716421-6132,BRF Masken 34,1929.0,49570
4996,716421-6181,BRF Bergsfallet 7,1905.0,82352
4997,716421-6207,BRF Gjutaren Mindre 3,1927.0,242335
4998,716421-6223,BRF Korpen,,273271
4999,716421-6249,BRF Målaren 4,1919.0,268978
5000,716421-6256,BRF Trädgårdsmästaren 5,,48740
5001,716421-6264,BRF Bananen 9,1914.0,45264
5002,716421-6272,BRF Dikten 2,1957.0,60209
5003,716421-6280,BRF Valnöten 11,1886.0,43097
5004,716421-6298,BRF Nipfjället 5,,80049
5005,716421-6314,BRF Vapensmeden 14,1915.0,44912
5006,716421-6322,BRF Liljan 27,1912.0,53308
5007,716421-6363,BRF Vikingagård,1991.0,51615
5008,716421-6413,BRF Lidingöhus nr 1,1998.0,284229
5009,716421-6439,BRF Blå Terrine,1992.0,84075
5010,716421-6462,BRF Grycken,1992.0,242909
5011,716421-6470,Riksbyggen BRF Jägmästaren Nr 2,1993.0,82683
5012,716421-6488,Riksbyggen BRF Spiikens Backe,1999.0,274006
5013,716421-6496,BRF Ordonnansen,,269062
5014,716421-6504,Riksbyggen BRF Rushållaren,2002.0,266847
5015,716421-6512,Riksbyggen BRF Kornet,2001.0,273075
5016,716421-6520,Riksbyggen BRF Vindfället,1991.0,273142
5017,716421-6538,BRF Utsikten,1974.0,54996
5018,716421-6546,BRF Tältet,2003.0,81783
5019,716421-6611,BRF Linden 3,1981.0,267631
5020,716421-6645,BRF Odense,1979.0,81688
5021,716421-6744,BRF Krabaten,,277300
5022,716421-6777,BRF Runhällen,2002.0,75707
5023,716421-6793,BRF Svindersvik 6-8,1961.0,61007
5024,716421-6918,BRF Beckbrännaren mindre 30,1939.0,270816
5025,716421-7049,BRF Martallen 71,1938.0,82734
5026,716421-7056,BRF Månfjärilen,1992.0,51751
5027,716421-7064,BRF Balladen 4,1956.0,201561
5028,716421-7098,BRF Apoteket 1,2006.0,298122
5029,716421-7114,BRF Utblicken,1993.0,78914
5030,716421-7122,BRF Äppelgården,2011.0,58336
5031,716421-7189,BRF Löjvik 2,1994.0,81572
5032,716421-7197,BRF Löjvik 1,,279410
5033,716421-7288,HSB:s BRF Vitmåran i Sollentuna,1999.0,269889
5034,716421-7296,BRF Kungsbacken 1,1912.0,268419
5035,716421-7320,BRF Safiren i Tyresö,,48487
5036,716421-7379,BRF Krejaren 17,,77561
5037,716421-7387,BRF Pistongen 4,1929.0,80484
5038,716421-7478,BRF Hasselnöten,1992.0,82158
5039,716421-7585,BRF Flatens Strand,,100707
5040,716421-7643,HSB BRF Viden i Sollentuna,1998.0,54823
5041,716421-7692,BRF Slipvagnen 1,1870.0,275020
5042,716421-7726,BRF Granen 18,1895.0,267456
5043,716421-7734,BRF Limmaren 3,1945.0,76598
5044,716421-7742,BRF Viggen 13,1890.0,269347
5045,716421-7759,BRF Palmträdet 10,1983.0,273392
5046,716421-7767,BRF Flundran 11,1929.0,49822
5047,716421-7775,BRF Järnet 2,1940.0,54484
5048,716421-7809,BRF Tilhöjden,1992.0,84063
5049,716421-7817,BRF Österbotten 9,,269717
5050,716421-7833,BRF Vattuormen 20,1907.0,266256
5051,716421-7858,BRF Valnöten 4,1884.0,273402
5052,716421-7874,BRF Hornskroken,1957.0,276451
5053,716421-7924,BRF Rosen 11,1899.0,80270
5054,716421-7957,BRF Kurland 5,1929.0,271877
5055,716421-7965,BRF Katthuvuden 7,,270170
5056,716421-7973,BRF Pagen 15,,83638
5057,716421-7999,BRF Urvädersklippan mindre 10,1870.0,284144
5058,716421-8005,BRF Strömkarlen,1939.0,274445
5059,716421-8021,BRF Solfjädern,1997.0,55922
5060,716421-8047,BRF Trekanten 3,1924.0,272045
5061,716421-8070,BRF Kobran ,1988.0,268202
5062,716421-8112,HSB BRF Beckasinen i Järfälla,2000.0,52947
5063,716421-8153,BRF Rurik,,267519
5064,716421-8187,HSB BRF Violen 3,1992.0,45857
5065,716421-8195,HSB BRF Banvaktaren i Tullinge,1999.0,79324
5066,716421-8237,BRF Själland,1979.0,186149
5067,716421-8245,HSB BRF Vitlöken i Sollentuna,1992.0,48595
5068,716421-8252,BRF Rörstrand 14,,275711
5069,716421-8278,BRF Rudan 2,1901.0,267563
5070,716421-8286,BRF Kajplatsen,1994.0,53130
5071,716421-8302,BRF Åreskutan 2,1935.0,56661
5072,716421-8310,BRF Ångpannan 15,1931.0,58300
5073,716421-8336,BRF Bondetorpet 32,1882.0,49909
5074,716421-8351,BRF Oxögat 11,1894.0,45343
5075,716421-8377,BRF Slagrutan,,76800
5076,716421-8393,BRF Bikupan 14,1925.0,56551
5077,716421-8443,BRF Glöden 5,1928.0,83574
5078,716421-8468,BRF Balen 3,,49981
5079,716421-8476,BRF Orren 2,1907.0,53669
5080,716421-8484,HSB BRF Fransborg i Järfälla,1997.0,52687
5081,716421-8492,BRF Kadetten 16,1909.0,80940
5082,716421-8518,BRF Vigelsjöhus,1993.0,143863
5083,716421-8542,BRF Brandmästaren 17,1868.0,276617
5084,716421-8559,BRF Apoteket 22,1995.0,51590
5085,716421-8567,BRF Opalen i Täby,1993.0,44622
5086,716421-8575,BRF Skattegården,1995.0,45494
5087,716421-8609,BRF Islandet 14-16,1986.0,59385
5088,716421-8641,HSB BRF Runö port,1992.0,45642
5089,716421-8716,BRF Sjöfararen 4,1939.0,44210
5090,716421-8732,BRF Italien Större 6,1904.0,273353
5091,716421-8740,BRF Norr Mälarstrand 100,1940.0,51830
5092,716421-8757,BRF Nattsländan 4,1939.0,272317
5093,716421-8765,BRF Porslinsbruket 29,1929.0,83153
5094,716421-8773,BRF Ingenjören 14,1935.0,51774
5095,716421-8781,BRF Vågskivan 35,1997.0,43289
5096,716421-8799,BRF Djurgårdseken 10,1935.0,171648
5097,716421-8807,BRF Turbinen 21,,44981
5098,716421-8856,BRF Storken 12,1894.0,59132
5099,716421-8880,BRF Silvergranen 3,,268354
5100,716421-8898,BRF Svanjungfrun 3,,272570
5101,716421-8914,BRF Smedsbacken 21,1939.0,80540
5102,716421-8922,BRF Narvavägen 33,1888.0,58513
5103,716421-8948,BRF Vitbetan 25,1930.0,44597
5104,716421-8955,BRF Ankaret 4,1884.0,269263
5105,716421-8963,BRF Hemmet 14,1939.0,271503
5106,716421-9003,BRF Basunen,1998.0,81936
5107,716421-9029,BRF Vargen,1966.0,45705
5108,716421-9037,BRF Norra Spinnhuset,1855.0,48971
5109,716421-9060,BRF Bryggeriet,,82100
5110,716421-9144,BRF Ölandsstenen,1927.0,47036
5111,716421-9151,BRF Tors Mur,1994.0,121891
5112,716421-9169,BRF Fridshyddan 1,1993.0,56554
5113,716421-9177,BRF Fridshyddan 2,1994.0,48394
5114,716421-9185,BRF Fridshyddan 3,1996.0,201512
5115,716421-9243,BRF Bönemannen,1993.0,270707
5116,716421-9250,BRF Flygaren Nr 19,1883.0,271317
5117,716421-9284,BRF Valnöten 5 ,,271658
5118,716421-9292,BRF Runan 3,,79537
5119,716421-9318,BRF Blåklinten 4,,82586
5120,716421-9359,BRF Lövet 3 & 5,1954.0,51743
5121,716421-9391,BRF Myrlejonet Nr 1,1993.0,81397
5122,716421-9409,BRF Tavelsjön,2005.0,46604
5123,716421-9417,BRF Toppklockan,1995.0,56917
5124,716421-9425,BRF Generalen,1993.0,78966
5125,716421-9433,BRF Majoren,,45087
5126,716421-9441,BRF Översten,1992.0,70597
5127,716421-9466,BRF Ångbåten 5,,276234
5128,716421-9474,BRF Fredhällen 3,,78910
5129,716421-9490,BRF Sandjägaren5,,83356
5130,716421-9508,BRF Fregatten nr 34,1946.0,52814
5131,716421-9516,BRF Österbotten 32,1982.0,77994
5132,716421-9524,BRF Sjölejonet 9,1914.0,79570
5133,716421-9565,BRF Jupiter nr 8,,267473
5134,716421-9573,BRF Becknabergha,2008.0,56073
5135,716421-9581,BRF Chapman,,82266
5136,716421-9607,BRF Isbrytaren 31,,49488
5137,716421-9615,BRF Lissabon 4,1963.0,48399
5138,716421-9623,BRF Bredablick Mindre,1994.0,274460
5139,716421-9631,BRF Solregnet,,46390
5140,716421-9649,BRF Obelisken 3,1913.0,46552
5141,716421-9656,BRF Kasernen 5,1896.0,57032
5142,716421-9672,BRF Bredablick Större 4,1967.0,274867
5143,716421-9680,BRF Häradshöjden,2000.0,82693
5144,716421-9706,BRF Mästarbacken,,50182
5145,716421-9714,BRF Sirius 31,,53772
5146,716421-9722,BRF Beckasinen,1960.0,79466
5147,716421-9748,BRF Rådjuret 4,1937.0,251034
5148,716421-9755,BRF Gernandtska Lyckan,1929.0,147871
5149,716421-9797,BRF Valhall 90,1980.0,271647
5150,716421-9805,BRF Flora 19,,77798
5151,716421-9821,BRF Båtsmannen Mindre 7,1929.0,50066
5152,716421-9839,BRF Kejsarkronan 33,1900.0,81580
5153,716421-9896,BRF Riksrådsvägen,1955.0,146160
5154,716421-9904,BRF Vildsvinet 23,1969.0,219634
5155,716421-9912,BRF Upplandsgatan 77,1899.0,60944
5156,716421-9920,BRF Trumslagaren 13,1929.0,49216
5157,716421-9953,BRF Muraren 11,1916.0,279316
5158,716421-9979,BRF Fanan 6,1897.0,81449
5159,716422-0027,BRF Sländan 11,1929.0,222213
5160,716422-0035,BRF Huggjärnet 21,1927.0,79109
5161,716422-0043,BRF Vallfarten 2,1912.0,86503
5162,716422-0050,HSB BRF Kungshuset Tre Portaler i Stockholm,1929.0,269459
5163,716422-0092,BRF Phaeton 4 & 5,,82457
5164,716422-0118,BRF Rudan Större 6,,269656
5165,716422-0159,BRF Skopan,1995.0,78980
5166,716422-0209,BRF Utkiken i Gröndal,2004.0,55778
5167,716422-0233,BRF Vista gård nr 2,1996.0,268495
5168,716422-0241,BRF Stickstaken 4,,77520
5169,716422-0308,BRF Rimfrosten 5,1947.0,47817
5170,716422-0357,BRF Brofästet 1 i Åkersberga,1993.0,47983
5171,716422-0381,"BRF Räfsan 4, 5 och 6",1927.0,55901
5172,716422-0423,BRF Karteschen 9,1939.0,266838
5173,716422-0431,BRF Rosenlinden,1998.0,53903
5174,716422-0449,HSB BRF Prästhagen,1993.0,48508
5175,716422-0464,BRF Stuvsta 1,1994.0,81288
5176,716422-0472,BRF Stuvsta 2,1994.0,46199
5177,716422-0480,BRF Stuvsta 3,1994.0,269168
5178,716422-0498,BRF Alboda,1993.0,273218
5179,716422-0589,BRF Riddarfjärden Nr 7,1936.0,133899
5180,716422-0597,BRF Jägaren 6,1885.0,80361
5181,716422-0605,BRF Oskar 12,1964.0,79204
5182,716422-0639,BRF Rökeriet,1995.0,79305
5183,716422-0670,BRF Kungsängsliljan,,55910
5184,716422-0746,HSB BRF Ormstalund i Vallentuna,1999.0,57065
5185,716422-0761,BRF Trasten 21,1897.0,47737
5186,716422-0779,BRF Patrullen,1940.0,273434
5187,716422-0829,BRF Skinnarviksberget Nr 2,1963.0,45550
5188,716422-0852,BRF Gjuteriet 1 Stockholm,1926.0,43554
5189,716422-0886,BRF Åkermannen 41,1986.0,81525
5190,716422-0894,BRF Kummelnäs Gård,,50549
5191,716422-0910,BRF Pärlängen,1993.0,52482
5192,716422-0969,BRF Skogen i Sundbyberg,,79728
5193,716422-1009,HSB BRF Eken I Nynäshamn,1993.0,275132
5194,716422-1041,BRF Skogslinnéan,,268948
5195,716422-1058,BRF Älgskyttarne 4,1936.0,43128
5196,716422-1074,BRF Parasollet,1994.0,52766
5197,716422-1124,BRF Vindruvan Nr 13,1897.0,82943
5198,716422-1140,BRF Holmgård 1,1999.0,81767
5199,716422-1157,BRF Kvarngatan 20,1897.0,77715
5200,716422-1181,BRF Sirius 12,1885.0,82875
5201,716422-1199,BRF Städjan 1-3,1934.0,56105
5202,716422-1207,BRF Baklyktan 17,1957.0,46382
5203,716422-1231,BRF Soltunet,1995.0,43997
5204,716422-1249,BRF Stämjärnet,1913.0,49676
5205,716422-1272,BRF Terrakottan 9,1928.0,53482
5206,716422-1314,BRF Rekryten nr 8,1953.0,56202
5207,716422-1355,BRF Rönninge Källa,,82283
5208,716422-1363,BRF Engelsberg 2,,196790
5209,716422-1389,BRF Sjöstaden,1997.0,81562
5210,716422-1397,BRF Sjölejonet 4,1999.0,268651
5211,716422-1454,BRF Inedal 13,1885.0,267598
5212,716422-1512,BRF Oljan 31,1929.0,48466
5213,716422-1611,BRF Västergötland 22,1938.0,48734
5214,716422-1637,BRF Trängen 1,1939.0,82732
5215,716422-1645,BRF Fyren 2,1942.0,56935
5216,716422-1660,BRF Stengodset 5,1927.0,79356
5217,716422-1694,BRF Bokmalen 2,,276829
5218,716422-1702,BRF Musketören 7,,269332
5219,716422-1736,Riksbyggen BRF Klosterstranden,2004.0,268356
5220,716422-1744,BRF Berget 9,1929.0,56407
5221,716422-1751,BRF Stengodset Nr 15,1929.0,81009
5222,716422-1785,Riksbyggen BRF Ängssätra,2007.0,80009
5223,716422-1793,Riksbyggen BRF Borgargården,2002.0,46093
5224,716422-1801,BRF Vasagården i Järla Sjö,2002.0,45930
5225,716422-1884,BRF Ankaret 23,1941.0,46483
5226,716422-1926,BRF Zinken,1989.0,49352
5227,716422-2015,HSB BRF 79 Kungsängstorg i Uppsala,1988.0,47107
5228,716422-2056,BRF Växtriket,1990.0,50272
5229,716422-2064,HSB BRF 80 Stenhällen,1989.0,53238
5230,716422-2148,BRF Nedre hörnet,1886.0,267065
5231,716422-2155,BRF Albertina,1988.0,82091
5232,716422-2189,BRF Rödhaken,1989.0,269134
5233,716422-2205,BRF Sankt Olof,,277328
5234,716422-2247,BRF Hasselbo,1988.0,51508
5235,716422-2254,BRF Pumpen,,272342
5236,716422-2262,BRF Rådjuret,,59075
5237,716422-2288,BRF Pumpan,1988.0,51294
5238,716422-2403,"BRF Hanken, Enköping",1988.0,78098
5239,716422-2411,BRF Skrasseln,1989.0,51922
5240,716422-2429,BRF Stören,1990.0,54310
5241,716422-2478,BRF Hasselbacken i Knivsta,1990.0,50247
5242,716422-2486,BRF Wilhelm,1988.0,78397
5243,716422-2494,BRF Gredelby Hagar,1989.0,45311
5244,716422-2502,HSB BRF 352 Rådhuset i Östhammar,1991.0,270536
5245,716422-2510,BRF Kantstenen,1989.0,49824
5246,716422-2528,BRF Olandsplogen,1989.0,79823
5247,716422-2536,BRF Blåsippan,,273035
5248,716422-2544,BRF Kästabacke,1992.0,268823
5249,716422-2551,BRF Katrineberg 2,1990.0,273994
5250,716422-3187,BRF Gåvstaby,1990.0,275811
5251,716422-3294,BRF Zorro,1988.0,59591
5252,716422-3302,BRF Fålhagen 25:8,,278944
5253,716422-3310,HSB BRF 116 Myggan,1990.0,81482
5254,716422-3328,BRF Ostronet,1989.0,81292
5255,716422-3336,Riksbyggen BRF Månkarbohus Nr1,1989.0,233837
5256,716422-3344,BRF In Sundusum,1989.0,259139
5257,716422-3369,BRF Hornugglan,1991.0,82659
5258,716422-3401,BRF Vårdsätra,1990.0,46770
5259,716422-3427,HSB BRF 128 Astrakanen,1990.0,80159
5260,716422-3435,HSB BRF 117 CASTOR,1991.0,76576
5261,716422-3443,BRF Malma Backe,1989.0,47292
5262,716422-3450,BRF trädgården 2,1936.0,61718
5263,716422-3500,BRF Fältvakten 1,1993.0,274782
5264,716422-3526,BRF Stenröset,1991.0,45823
5265,716422-3542,BRF Askungen,1989.0,55624
5266,716422-3583,BRF Älvkarleö Bruk nr 1,,283370
5267,716422-3591,BRF Hovstallängen,1923.0,80570
5268,716422-3625,Riksbyggen BRF Uppsalahus nr 31,1992.0,271163
5269,716422-3633,Riksbyggen BRF Uppsalahus nr 32,1989.0,55937
5270,716422-3641,BRF Uppsalahus Nr 33,1992.0,57248
5271,716422-3674,"BRF Örby i Örbyhus, Tierp",1990.0,82576
5272,716422-3682,HSB BRF 118 Fjärilen i Enköping,1991.0,75863
5273,716422-3732,BRF Russinet,1990.0,82242
5274,716422-3740,"SBC:s BRF Skiftnyckeln, Enköping",1991.0,79493
5275,716422-3765,BRF Slagugglan,1990.0,58644
5276,716422-3781,BRF Järnet,1990.0,83560
5277,716422-3807,BRF Musslan,,83484
5278,716422-3831,BRF Olandshöjden,1991.0,266932
5279,716422-3864,BRF Kimbol,,58795
5280,716422-3880,BRF Gammelbyn,1991.0,47770
5281,716422-3898,HSB BRF 84 Basarbo,1992.0,45755
5282,716422-3906,HSB BRF 86 Vintergatan,1992.0,45807
5283,716422-3922,BRF Ramstalund,1990.0,83141
5284,716422-3971,BRF Plommonet i Skärplinge,1990.0,255492
5285,716422-4060,HSB BRF 206 Öbrink i Tierp,1992.0,52771
5286,716422-4086,Riksbyggen BRF Jungfruholmen nr 1,1991.0,270594
5287,716422-4128,BRF Räkan,1991.0,57504
5288,716422-4136,BRF Marmorn,1992.0,54520
5289,716422-4144,Haga Slotts BRF,1989.0,270811
5290,716422-4151,BRF Assargården,,266421
5291,716422-5240,BRF Dovhjorten 1,1990.0,173156
5292,716422-5257,BRF Dovhjorten 2,1991.0,45554
5293,716422-5273,BRF Vreta,1991.0,267113
5294,716422-5349,BRF Skogsviolen,1993.0,52987
5295,716422-5380,BRF Krabban,,84719
5296,716422-5398,BRF Bullerbyn,1920.0,283641
5297,716422-5489,BRF Slottskogen 1,1992.0,55334
5298,716422-5497,BRF Slottsskogen 2,,267922
5299,716422-5539,BRF Nerman 2-30,1992.0,83436
5300,716422-5547,BRF Gårdskär nr 1 i Skutskär,1992.0,278545
5301,716422-5570,BRF Skogsgläntan i Tierp,,48240
5302,716422-5588,BRF Blekinge,1992.0,50089
5303,716422-5604,BRF Veteranen,1991.0,47193
5304,716422-5638,BRF Skörbyhöjden,1992.0,44166
5305,716422-5653,BRF Thingvellir,1982.0,257261
5306,716422-5687,BRF Skogsblomman,1992.0,133487
5307,716422-5729,BRF Lunsen nr 1,1991.0,79273
5308,716422-5737,BRF Lunsen nr 2,1993.0,81315
5309,716422-5778,Riksbyggen BRF Uppsalahus Nr 38,2000.0,60470
5310,716422-5794,Riksbyggen BRF Domarringen,2022.0,104801
5311,716422-5802,Riksbyggen BRF Galgbacken,2003.0,79322
5312,716422-5810,Riksbyggen BRF Domald,2002.0,268028
5313,716422-5869,BRF Tallskogen,1996.0,46988
5314,716422-5919,BRF Gnejsenhus,1992.0,57492
